,Estimate!!Total housing units,Estimate!!SEX AND AGE!!Total population,Estimate!!SEX AND AGE!!Total population!!Male,Estimate!!SEX AND AGE!!Total population!!Female,Estimate!!SEX AND AGE!!18 years and over,Estimate!!SEX AND AGE!!21 years and over,Estimate!!SEX AND AGE!!65 years and over,Estimate!!SEX AND AGE!!Median age (years),"Total!!Estimate!!MARITAL STATUS!!Population 15 years and over!!Now married, except separated","Total!!Estimate!!MARITAL STATUS!!Population 15 years and over!!Now married, except separated",Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree,Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree,Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree,Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree,Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree,Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree,Total!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!Below 100 percent of the poverty level,Total!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!100 to 149 percent of the poverty level,Total!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!At or above 150 percent of the poverty level,Total!!Estimate!!MEANS OF TRANSPORTATION TO WORK!!Public transportation (excluding taxicab),Total!!Estimate!!TRAVEL TIME TO WORK!!Mean travel time to work (minutes),Total!!Estimate!!TRAVEL TIME TO WORK!!Mean travel time to work (minutes),Total!!Estimate!!Median earnings (dollars),Total!!Estimate!!HOUSEHOLDS!!Households,Join_Count,Join_Count2,Join_Count3,Join_Count4,Join_Count5,Join_Count6,Join_Count7,Join_Count8,Join_Count9,Join_Count10,Join_Count11,Join_Count12,Join_Count13,Join_Count14,Join_Count15,Join_Count16,Join_Count17,Join_Count18,Join_Count19,Join_Count20,Join_Count21,Join_Count22,Join_Count23,Join_Count24,Join_Count25,Join_Count26,Join_Count27,Join_Count28,Join_Count29,Join_Count30,Join_Count31,Join_Count32,Join_Count33,Join_Count34,Join_Count35,Join_Count36
6075015100,1842,2175,1094,1081,2153,2153,760,47.8,27.2,585,15.4,311,42.4,858,31.6,640,6.7,2.4,90.8,28.8,30.3,0.0,0.0,1500,1.0,1.0,3.0,1.0,1.0,8.0,0.0,6.0,6.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0
6075015200,2636,4300,2051,2249,3839,3813,833,36.3,35.8,1402,23.2,845,39.2,1430,27.9,1017,12.0,7.2,80.8,35.3,32.5,0.0,0.0,2491,1.0,0.0,1.0,0.0,1.0,9.0,3.0,4.0,7.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,18.0,0.0,1.0,0.0,0.0,7.0,3.0,0.0,0.0
6075015300,1057,2141,1105,1036,1910,1898,272,34.8,31.1,597,17.8,320,32.9,593,36.9,664,6.5,1.9,91.6,31.9,29.3,0.0,59740.0,965,1.0,0.0,4.0,0.0,2.0,2.0,4.0,1.0,12.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,20.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
6075015400,3077,6080,2732,3348,5198,5091,824,37.3,46.0,2418,15.9,756,32.7,1551,38.3,1820,5.6,4.5,89.9,32.4,28.4,0.0,0.0,2874,8.0,1.0,5.0,0.0,0.0,10.0,6.0,10.0,5.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,4.0,4.0,3.0,2.0,0.0,2.0,5.0,0.0,1.0,7.0,28.0,0.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0
6075015500,2490,3633,1577,2056,3486,3434,1306,50.6,34.8,1218,24.6,832,35.5,1202,19.6,662,19.2,6.7,74.1,37.1,25.7,0.0,0.0,2266,4.0,5.0,6.0,1.0,2.0,21.0,2.0,6.0,10.0,0.0,2.0,3.0,3.0,2.0,0.0,1.0,0.0,27.0,5.0,1.0,2.0,0.0,0.0,9.0,0.0,1.0,7.0,33.0,0.0,4.0,0.0,0.0,15.0,1.0,0.0,0.0
6075015600,1542,3323,1648,1675,2770,2640,342,36.5,39.5,1121,13.9,324,43.3,1010,25.1,585,15.3,4.7,80.0,30.5,28.3,0.0,0.0,1432,1.0,0.0,2.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,13.0,16.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0
6075015700,2805,8403,3961,4442,7784,5609,884,28.0,21.2,1688,18.4,972,38.6,2033,29.3,1547,9.7,6.6,83.8,32.3,29.6,0.0,44660.0,2632,3.0,23.0,20.0,0.0,0.0,14.0,8.0,12.0,8.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,11.0,57.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0
6075015801,1784,3997,1843,2154,3309,3236,497,37.9,32.1,1101,20.9,646,30.9,954,22.6,699,21.4,13.7,64.9,39.2,26.2,26.2,0.0,1703,0.0,10.0,5.0,0.0,3.0,2.0,9.0,4.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,28.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0
6075015802,1710,3081,1664,1417,2863,2842,245,34.1,23.1,662,18.9,510,42.9,1161,30.2,816,9.9,9.0,81.1,45.9,31.4,0.0,0.0,1542,0.0,0.0,6.0,0.0,0.0,4.0,1.0,8.0,4.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6075015900,2441,4077,1940,2137,3637,3530,965,42.4,32.1,1182,21.4,670,34.1,1069,24.2,758,18.1,8.0,73.9,43.0,33.5,0.0,0.0,2149,1.0,11.0,4.0,1.0,0.0,23.0,3.0,5.0,6.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,26.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0
6075016000,1909,2554,1377,1177,2465,2424,648,45.5,32.1,795,14.7,321,34.3,751,31.3,684,12.5,14.0,73.5,35.6,31.4,0.0,68786.0,1639,1.0,0.0,1.0,1.0,0.0,18.0,0.0,6.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,4.0,10.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
6075016100,2854,5482,2486,2996,4858,4818,1449,37.1,19.3,963,26.8,1169,24.8,1082,11.0,481,31.8,10.8,57.4,35.2,30.0,0.0,0.0,2667,0.0,0.0,5.0,1.0,0.0,44.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6075016200,1795,2733,1663,1070,2533,2505,269,36.2,20.8,541,17.0,408,44.3,1063,24.1,578,9.3,9.9,80.8,42.0,31.4,0.0,0.0,1647,1.0,7.0,17.0,7.0,1.0,10.0,5.0,5.0,4.0,2.0,5.0,7.0,4.0,1.0,0.0,1.0,2.0,24.0,2.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,3.0,0.0,0.0,9.0,5.0,16.0,0.0
6075016300,2164,4623,2914,1709,4332,4313,427,34.0,18.5,834,20.6,826,41.6,1669,17.6,708,16.4,1.2,82.4,43.1,31.9,0.0,0.0,1983,1.0,1.0,9.0,0.0,0.0,12.0,0.0,0.0,4.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,25.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0
6075016400,1926,4118,2130,1988,3867,3830,473,35.4,22.2,862,17.8,638,43.8,1569,20.3,726,12.8,4.4,82.8,41.7,31.2,0.0,55531.0,1887,4.0,22.0,27.0,2.0,0.0,19.0,2.0,3.0,4.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,10.0,6.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,17.0,0.0,2.0,0.0,0.0,4.0,5.0,8.0,0.0
6075016500,2488,5708,2491,3217,5145,5014,628,35.8,27.0,1407,22.9,1082,37.4,1768,25.4,1200,11.9,4.6,83.6,33.2,30.5,0.0,55718.0,2413,0.0,4.0,20.0,0.0,2.0,2.0,4.0,1.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
6075016600,2683,5468,3084,2384,5122,5100,328,33.8,25.0,1294,16.9,793,49.7,2339,21.8,1027,13.4,5.4,81.2,38.1,34.5,34.5,57003.0,2427,2.0,0.0,10.0,0.0,1.0,2.0,8.0,5.0,6.0,3.0,0.0,7.0,7.0,10.0,0.0,1.0,8.0,13.0,10.0,32.0,12.0,0.0,1.0,5.0,1.0,3.0,3.0,33.0,0.0,1.0,0.0,0.0,8.0,2.0,0.0,0.0
6075016700,2533,4793,2778,2015,4484,4452,271,36.1,26.4,1188,13.2,548,49.7,2055,31.7,1311,8.8,3.5,87.7,34.2,34.0,34.0,76182.0,2340,1.0,21.0,18.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,7.0,0.0,0.0,1.0,3.0,9.0,7.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,8.0,33.0,0.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0
6075016801,1774,3558,2214,1344,3157,3138,204,35.0,23.2,732,20.4,619,45.8,1391,24.1,733,9.9,9.7,80.4,39.1,31.8,0.0,0.0,1639,2.0,0.0,5.0,0.0,2.0,2.0,4.0,2.0,2.0,1.0,0.0,2.0,2.0,9.0,0.0,0.0,4.0,18.0,6.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,37.0,1.0,1.0,0.0,0.0,3.0,1.0,48.0,0.0
6075016802,1986,3011,1847,1164,2786,2741,215,36.6,22.3,626,18.0,465,39.4,1020,28.6,739,13.1,4.6,82.3,43.3,31.4,31.4,0.0,1595,0.0,2.0,4.0,0.0,4.0,8.0,3.0,2.0,6.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,15.0,0.0,3.0,0.0,0.0,1.0,1.0,8.0,0.0
6075016900,1764,2987,1946,1041,2769,2762,256,37.7,20.9,591,17.3,472,40.1,1096,34.0,928,7.8,6.8,85.4,48.9,33.2,33.2,0.0,1600,9.0,1.0,5.0,0.0,3.0,18.0,3.0,5.0,4.0,0.0,8.0,2.0,4.0,4.0,0.0,0.0,7.0,13.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,49.0,0.0,0.0,0.0,0.0,8.0,2.0,2.0,0.0
6075017000,2371,3825,2391,1434,3519,3474,663,45.4,31.1,1097,12.9,447,42.1,1455,38.8,1340,5.4,1.3,93.3,31.5,31.7,0.0,0.0,2071,0.0,7.0,3.0,0.0,0.0,12.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,45.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0
6075017101,1961,3733,1994,1739,3215,3169,366,39.6,45.4,1482,14.9,461,40.6,1257,37.7,1167,4.2,1.0,94.7,37.8,34.4,34.4,0.0,1814,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,42.0,0.0,0.0,0.0,0.0,2.0,0.0,62.0,0.0
6075017102,1839,3764,1721,2043,3298,3197,213,35.1,39.2,1294,10.9,324,40.3,1200,45.4,1352,9.8,2.0,88.2,43.7,34.4,34.4,73106.0,1712,0.0,0.0,6.0,0.0,3.0,4.0,2.0,1.0,2.0,0.0,4.0,0.0,7.0,1.0,0.0,0.0,3.0,10.0,3.0,0.0,1.0,3.0,2.0,2.0,0.0,2.0,1.0,48.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0
6075017601,5284,7208,4196,3012,6536,6306,964,42.9,30.3,1999,26.2,1579,25.7,1554,10.8,653,28.1,17.7,54.2,36.5,24.5,24.5,0.0,4107,7.0,0.0,19.0,4.0,6.0,36.0,8.0,12.0,2.0,1.0,42.0,4.0,20.0,11.0,3.0,1.0,4.0,44.0,3.0,10.0,1.0,3.0,0.0,10.0,0.0,4.0,4.0,113.0,0.0,21.0,0.0,0.0,44.0,5.0,8.0,0.0
6075017700,820,1763,1086,677,1588,1567,152,35.2,24.3,393,26.2,381,32.7,476,15.2,221,18.0,5.7,76.3,32.7,26.8,0.0,42857.0,756,3.0,0.0,13.0,0.0,2.0,63.0,1.0,12.0,2.0,0.0,0.0,4.0,8.0,3.0,0.0,0.0,2.0,21.0,0.0,0.0,6.0,7.0,2.0,10.0,2.0,3.0,4.0,80.0,0.0,10.0,0.0,0.0,2.0,4.0,20.0,0.0
6075017801,2509,3115,1171,1944,3050,3038,1655,71.2,38.2,1166,13.0,392,22.8,687,16.4,493,36.8,16.8,46.4,34.1,33.1,33.1,0.0,2248,1.0,8.0,2.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,15.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0
6075017802,2520,4539,2597,1942,4172,4085,305,40.4,25.3,1082,24.2,937,28.5,1100,17.9,690,22.3,7.1,70.6,27.6,27.7,27.7,43798.0,2156,0.0,5.0,18.0,0.0,1.0,22.0,4.0,8.0,3.0,0.0,8.0,11.0,9.0,3.0,0.0,0.0,1.0,13.0,1.0,5.0,1.0,3.0,6.0,2.0,0.0,5.0,6.0,51.0,0.0,14.0,0.0,0.0,11.0,2.0,66.0,0.0
6075017902,806,3187,1716,1471,2758,2237,69,26.1,12.5,362,27.5,472,31.5,540,9.3,160,51.8,7.5,40.7,47.4,31.7,0.0,0.0,624,0.0,7.0,1.0,0.0,0.0,50.0,2.0,2.0,2.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,34.0,0.0,8.0,0.0,0.0,9.0,0.0,156.0,0.0
6075018000,1566,3231,2195,1036,3078,2986,120,37.9,30.3,932,22.3,607,34.6,940,18.4,499,21.8,3.3,74.9,24.5,28.4,0.0,107721.0,1342,10.0,0.0,7.0,0.0,2.0,77.0,2.0,19.0,0.0,0.0,2.0,10.0,12.0,4.0,0.0,0.0,3.0,31.0,1.0,3.0,0.0,5.0,4.0,6.0,0.0,5.0,28.0,64.0,0.0,26.0,0.0,2.0,8.0,3.0,8.0,0.0
6075020100,3266,5548,3421,2127,5031,4928,624,38.9,22.1,1125,20.6,957,25.9,1203,10.0,463,28.2,15.2,56.5,45.2,30.0,0.0,0.0,2910,12.0,4.0,11.0,5.0,1.0,37.0,2.0,4.0,4.0,0.0,8.0,2.0,4.0,3.0,0.0,0.0,2.0,25.0,1.0,3.0,0.0,5.0,0.0,2.0,1.0,4.0,4.0,48.0,0.0,11.0,1.0,0.0,11.0,4.0,12.0,0.0
6075020200,3417,5925,3788,2137,5433,5421,797,37.6,20.7,1126,21.3,1088,41.5,2122,21.5,1100,12.7,9.4,77.9,43.7,30.1,30.1,0.0,3126,1.0,0.0,2.0,1.0,0.0,13.0,6.0,2.0,3.0,1.0,0.0,2.0,4.0,4.0,0.0,1.0,7.0,21.0,4.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0
6075020300,1818,3030,1879,1151,2824,2824,395,38.2,25.7,736,15.9,416,42.8,1118,32.7,853,11.4,3.9,84.7,47.3,33.5,0.0,0.0,1716,1.0,1.0,3.0,0.0,2.0,5.0,10.0,4.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,15.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,71.0,0.0,4.0,0.0,0.0,1.0,4.0,10.0,0.0
6075020401,1838,3139,1969,1170,2917,2899,318,44.0,25.0,736,14.8,414,40.7,1135,33.2,926,3.3,1.5,95.1,25.4,34.1,0.0,82256.0,1667,0.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6075020402,2719,4490,2786,1704,4194,4176,652,40.8,22.3,941,25.5,1048,33.9,1391,30.4,1250,5.0,6.6,88.4,23.1,34.4,0.0,0.0,2625,0.0,3.0,0.0,0.0,0.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
6075020500,1444,2738,1721,1017,2516,2509,329,42.8,28.4,717,21.6,517,30.1,720,40.0,956,6.1,4.1,89.8,47.1,29.6,0.0,72156.0,1390,4.0,0.0,2.0,0.0,3.0,4.0,4.0,2.0,2.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,13.0,4.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,24.0,40.0,0.0,2.0,0.0,0.0,4.0,3.0,0.0,0.0
6075020600,2922,4661,2934,1727,4374,4358,587,43.2,28.7,1264,15.8,663,31.9,1337,43.8,1834,8.4,4.2,87.4,42.3,29.9,0.0,0.0,2578,6.0,10.0,2.0,2.0,1.0,4.0,2.0,1.0,0.0,1.0,1.0,6.0,4.0,1.0,0.0,0.0,0.0,14.0,7.0,6.0,4.0,0.0,1.0,2.0,0.0,0.0,18.0,61.0,0.0,1.0,0.0,0.0,5.0,1.0,2.0,0.0
6075020700,2929,5553,2642,2911,5146,5099,348,34.2,23.2,1223,10.7,495,51.9,2393,28.7,1325,12.1,3.5,84.4,44.1,28.7,0.0,82566.0,2756,1.0,1.0,4.0,1.0,0.0,2.0,0.0,3.0,5.0,2.0,0.0,6.0,8.0,1.0,0.0,0.0,0.0,9.0,6.0,5.0,2.0,1.0,1.0,1.0,0.0,0.0,6.0,8.0,0.0,6.0,0.0,0.0,5.0,2.0,2.0,0.0
6075020800,2778,6302,3845,2457,5692,5503,665,34.2,28.0,1634,10.2,509,31.0,1547,15.7,784,15.4,8.0,76.5,42.9,31.5,0.0,0.0,2663,3.0,0.0,4.0,3.0,0.0,14.0,0.0,4.0,18.0,0.0,3.0,13.0,2.0,3.0,0.0,0.0,3.0,42.0,7.0,5.0,4.0,1.0,0.0,3.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,87.0,4.0,2.0,0.0
6075020900,1927,4774,2567,2207,4134,4078,412,37.6,25.4,1073,22.2,832,26.8,1005,15.6,584,17.7,11.9,70.4,44.4,30.6,30.6,33585.0,1823,6.0,1.0,6.0,1.0,2.0,14.0,10.0,9.0,6.0,0.0,0.0,7.0,3.0,5.0,0.0,0.0,2.0,32.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,35.0,0.0,1.0,0.0,1.0,2.0,4.0,0.0,0.0
6075021000,2274,4564,2631,1933,4081,4081,423,36.9,32.4,1336,17.9,714,49.7,1976,22.6,898,8.5,4.5,87.0,51.5,30.5,0.0,0.0,2208,0.0,0.0,10.0,0.0,0.0,3.0,8.0,2.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,9.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0
6075021100,2030,3984,1992,1992,3393,3353,548,40.2,41.0,1426,14.1,469,40.2,1334,38.1,1263,6.3,2.1,91.6,31.1,32.9,0.0,0.0,1879,5.0,0.0,2.0,0.0,0.0,6.0,2.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,5.0,5.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,30.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0
6075021200,1530,2851,1402,1449,2457,2441,339,40.1,39.3,988,8.2,191,39.8,932,46.9,1098,6.9,3.8,89.2,25.7,31.5,0.0,0.0,1406,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,48.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6075021300,1287,2661,1498,1163,2204,2197,288,39.3,49.5,1106,10.8,228,35.9,755,46.7,983,3.2,4.5,92.4,36.6,34.1,0.0,94630.0,1198,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,40.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
6075021400,1806,3697,1838,1859,3113,3078,388,38.9,42.4,1348,10.3,307,39.7,1187,42.7,1277,3.2,1.9,94.8,34.1,33.2,0.0,86587.0,1665,1.0,0.0,3.0,1.0,1.0,7.0,6.0,8.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,14.0,14.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,35.0,0.0,9.0,0.0,0.0,0.0,5.0,4.0,0.0
6075021500,2689,5181,2519,2662,4378,4351,342,38.9,40.0,1759,20.3,875,38.0,1641,35.8,1546,5.6,0.7,93.7,33.6,32.9,0.0,0.0,2580,0.0,11.0,1.0,0.0,0.0,2.0,3.0,7.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,12.0,7.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,8.0,37.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0
6075021600,2227,4395,2226,2169,3948,3900,660,43.1,36.6,1482,18.4,655,30.2,1078,44.2,1578,7.9,4.1,87.9,35.0,38.0,38.0,0.0,2124,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
6075021700,1934,3975,2098,1877,3273,3197,677,46.1,43.4,1462,18.9,594,36.8,1154,29.7,931,11.3,3.1,85.6,34.2,31.6,0.0,0.0,1843,3.0,34.0,0.0,0.0,1.0,4.0,6.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,16.0,66.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
6075021800,1932,4144,2123,2021,3412,3380,544,40.8,46.4,1635,18.1,597,33.8,1115,40.5,1339,5.6,1.4,93.0,33.5,34.9,34.9,0.0,1868,0.0,0.0,3.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,6.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
6075022600,955,1889,1057,832,1689,1689,90,35.3,37.8,639,14.2,238,46.3,774,34.8,582,2.4,2.8,94.8,36.4,30.7,30.7,101042.0,868,0.0,0.0,9.0,0.0,3.0,10.0,0.0,4.0,3.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,12.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,58.0,0.0,4.0,0.0,0.0,1.0,4.0,8.0,0.0
6075022702,1090,2342,1239,1103,1994,1965,225,37.3,44.4,894,15.8,304,29.5,568,45.1,869,4.5,0.0,95.5,26.4,32.0,0.0,86250.0,1011,0.0,1.0,1.0,0.0,0.0,2.0,5.0,2.0,1.0,0.0,0.0,3.0,4.0,2.0,0.0,0.0,0.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
6075022704,1752,3250,1735,1515,2906,2882,337,40.4,43.1,1271,12.9,361,42.4,1186,37.8,1057,5.2,2.4,92.4,16.8,29.6,0.0,0.0,1591,0.0,2.0,3.0,1.0,0.0,2.0,6.0,3.0,8.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,29.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0
6075022801,2015,5252,2941,2311,4442,4323,341,34.9,38.1,1726,19.5,802,29.3,1202,23.1,949,11.4,13.3,75.3,34.5,29.8,0.0,0.0,1939,0.0,2.0,4.0,2.0,0.0,15.0,4.0,9.0,2.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,1.0,22.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,8.0,28.0,0.0,12.0,0.0,0.0,1.0,2.0,10.0,0.0
6075022802,690,2355,1162,1193,2041,2017,365,37.0,19.3,411,20.6,388,26.6,500,11.5,217,26.8,17.2,56.0,40.2,33.6,0.0,0.0,639,0.0,0.0,2.0,0.0,2.0,3.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6075022803,1689,4832,2384,2448,4025,3941,305,35.2,38.3,1603,15.7,576,26.7,982,20.1,741,12.7,4.3,83.0,33.5,30.7,0.0,0.0,1610,0.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
