,Estimate!!Total housing units,Estimate!!SEX AND AGE!!Total population,Estimate!!SEX AND AGE!!Total population!!Male,Estimate!!SEX AND AGE!!Total population!!Female,Estimate!!SEX AND AGE!!18 years and over,Estimate!!SEX AND AGE!!21 years and over,Estimate!!SEX AND AGE!!65 years and over,Estimate!!SEX AND AGE!!Median age (years),"Total!!Estimate!!MARITAL STATUS!!Population 15 years and over!!Now married, except separated","Total!!Estimate!!MARITAL STATUS!!Population 15 years and over!!Now married, except separated",Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree,Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree,Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree,Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree,Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree,Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree,Total!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!Below 100 percent of the poverty level,Total!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!100 to 149 percent of the poverty level,Total!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!At or above 150 percent of the poverty level,Total!!Estimate!!MEANS OF TRANSPORTATION TO WORK!!Public transportation (excluding taxicab),Total!!Estimate!!TRAVEL TIME TO WORK!!Mean travel time to work (minutes),Total!!Estimate!!TRAVEL TIME TO WORK!!Mean travel time to work (minutes),Total!!Estimate!!Median earnings (dollars),Total!!Estimate!!HOUSEHOLDS!!Households,Join_Count,Join_Count2,Join_Count3,Join_Count4,Join_Count5,Join_Count6,Join_Count7,Join_Count8,Join_Count9,Join_Count10,Join_Count11,Join_Count12,Join_Count13,Join_Count14,Join_Count15,Join_Count16,Join_Count17,Join_Count18,Join_Count19,Join_Count20,Join_Count21,Join_Count22,Join_Count23,Join_Count24,Join_Count25,Join_Count26,Join_Count27,Join_Count28,Join_Count29,Join_Count30,Join_Count31,Join_Count32,Join_Count33,Join_Count34,Join_Count35,Join_Count36
36047031900,1459,3782,1895,1887,2685,2616,509,30.2,30.9,886,26.2,610,22.2,516,10.2,237,29.5,7.1,63.5,69.5,35.9,0.0,32181.0,1335,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36047032100,2224,5897,2777,3120,4478,4291,532,31.9,33.1,1526,26.5,997,20.2,759,10.4,391,23.4,14.7,61.8,82.5,39.0,0.0,0.0,2032,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
36047032300,1518,3835,1681,2154,3032,2990,431,34.0,32.3,1018,23.4,622,27.7,737,10.0,265,16.0,13.7,70.3,67.8,40.3,0.0,0.0,1412,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36047032500,2652,6446,2868,3578,5218,5037,649,34.4,20.9,1145,29.4,1291,14.0,614,9.7,425,18.2,15.4,66.4,70.6,42.9,0.0,31058.0,2481,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36047032600,2592,6947,2828,4119,4740,4317,670,28.6,23.0,1194,16.4,616,10.2,382,3.1,118,40.7,17.0,42.3,66.8,43.5,0.0,0.0,2330,0.0,0.0,0.0,0.0,1.0,16.0,2.0,2.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
36047032700,1347,2501,1155,1346,2242,2146,533,46.9,25.6,603,22.2,450,17.9,362,15.3,310,20.6,10.5,68.9,66.7,43.7,0.0,0.0,1256,0.0,1.0,3.0,0.0,0.0,6.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,20.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0
36047032800,1109,2621,1371,1250,2216,2090,373,47.0,39.1,900,27.2,530,9.8,190,4.4,86,24.7,10.8,64.5,61.4,50.3,0.0,0.0,958,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36047032900,2529,5783,2581,3202,4437,4111,647,33.7,35.0,1636,35.3,1373,13.0,508,14.2,554,19.7,11.8,68.5,59.6,52.1,0.0,0.0,2329,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36047033000,1807,4634,2085,2549,3414,3148,628,36.3,35.6,1304,19.3,553,14.5,416,4.3,123,41.3,8.7,50.0,68.7,55.1,0.0,26690.0,1736,0.0,11.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36047033100,1621,4378,2302,2076,3206,2905,443,28.4,41.0,1388,29.1,767,15.0,396,10.1,267,14.3,15.9,69.7,37.9,34.9,34.9,25905.0,1505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
36047033300,1397,4719,2469,2250,2949,2757,418,24.9,48.4,1527,28.9,681,21.6,508,15.0,353,15.2,22.9,61.9,44.2,30.9,0.0,0.0,1306,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36047033500,827,3115,1627,1488,2084,1856,296,23.7,38.6,863,22.5,335,24.6,366,17.5,260,16.4,17.2,66.4,53.1,36.7,0.0,0.0,757,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36047033600,1779,4008,2036,1972,3026,2936,543,39.1,53.0,1678,26.5,742,27.3,763,22.1,619,11.0,16.9,72.1,36.2,46.3,46.3,0.0,1353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36047033700,1531,3818,1955,1863,2693,2608,530,32.7,37.5,1056,29.7,693,19.5,456,13.3,310,18.5,4.9,76.6,64.7,41.6,0.0,0.0,1303,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
36047033900,2089,4495,2227,2268,3520,3409,732,34.0,25.4,922,33.7,1068,10.0,318,8.8,280,32.4,7.8,59.7,72.9,40.5,0.0,0.0,1868,0.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
36047034000,669,2166,901,1265,1975,1883,949,60.8,25.2,508,11.8,211,14.2,255,5.4,97,41.0,19.3,39.7,68.8,49.8,0.0,17500.0,656,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36047034100,1135,2803,1443,1360,2300,2269,506,36.3,31.3,758,22.3,480,23.7,511,5.4,116,17.6,6.7,75.7,68.2,40.1,0.0,0.0,1048,0.0,0.0,8.0,0.0,0.0,0.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
36047034200,2891,5748,2351,3397,4637,4419,1752,46.7,21.4,1040,21.7,848,15.9,622,4.8,188,40.7,27.6,31.7,59.1,48.9,48.9,21195.0,2664,0.0,3.0,0.0,0.0,0.0,8.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
36047034300,2210,5097,2232,2865,3650,3455,585,34.6,33.2,1303,17.0,553,13.2,430,6.6,215,29.2,29.7,41.1,70.7,41.5,0.0,0.0,2058,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36047034500,1234,2899,1052,1847,2216,2083,309,33.4,32.1,755,19.8,369,10.8,202,10.4,194,34.5,15.0,50.4,62.9,40.9,0.0,0.0,1091,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
36047034700,1638,3326,1573,1753,2616,2468,255,36.4,19.9,548,26.4,603,9.8,223,6.3,144,35.3,5.7,58.9,73.6,42.3,0.0,0.0,1503,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
36047034800,816,2185,1086,1099,1733,1653,120,35.2,50.3,890,12.2,191,14.7,230,5.8,91,29.8,8.0,62.2,57.7,43.9,0.0,0.0,710,0.0,0.0,3.0,0.0,0.0,26.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0
36047034900,2195,5297,2413,2884,3966,3706,372,33.3,24.6,1043,24.1,833,5.4,187,4.2,145,31.5,13.7,54.8,78.9,43.0,0.0,0.0,2100,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36047035000,1524,2806,1083,1723,2566,2437,852,55.1,42.7,1125,21.0,498,25.6,607,16.3,386,21.9,14.0,64.1,51.2,36.7,0.0,0.0,1457,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
36047035100,1791,4437,1602,2835,3363,3017,505,35.6,34.0,1233,23.8,671,4.9,139,4.7,131,38.1,10.1,51.8,74.8,42.0,0.0,0.0,1636,0.0,0.0,13.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0
36047035200,504,1035,453,582,985,985,720,75.1,12.7,125,15.0,146,9.8,95,5.0,49,51.6,27.5,20.9,79.6,49.2,0.0,14020.0,471,0.0,40.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,2.0,0.0,13.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0
36047035300,2088,5140,2078,3062,4179,3915,532,34.1,19.8,865,22.8,786,20.5,705,6.1,210,21.8,12.3,65.9,65.2,42.7,0.0,0.0,1928,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36047035400,2851,5373,2235,3138,4905,4856,1838,58.0,55.8,2793,21.8,1037,28.1,1334,20.3,964,8.6,12.7,78.7,50.1,41.0,0.0,0.0,2686,2.0,0.0,1.0,0.0,1.0,26.0,4.0,7.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,12.0,29.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
36047035500,2163,5620,2441,3179,4192,3905,572,33.8,29.8,1331,33.1,1174,12.8,453,8.7,307,21.5,17.3,61.2,65.3,42.6,0.0,0.0,2085,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
36047035601,1514,2592,1284,1308,2443,2307,860,58.9,48.4,1189,30.8,678,31.3,687,18.0,396,17.4,16.4,66.2,55.2,36.4,0.0,0.0,1391,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36047035602,2919,4835,1943,2892,4309,4225,1751,58.5,50.5,2189,23.0,941,32.7,1339,16.4,673,17.7,5.6,76.6,49.4,45.0,45.0,0.0,2614,0.0,2.0,0.0,0.0,1.0,8.0,4.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36047035700,983,2499,893,1606,1732,1574,196,27.7,22.0,405,29.0,405,7.6,106,2.4,34,55.1,5.0,39.9,78.3,43.2,0.0,0.0,962,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36047035900,2339,5213,2236,2977,3841,3627,577,32.8,15.8,647,17.7,574,7.5,243,3.3,106,46.4,7.4,46.2,64.5,45.5,0.0,0.0,2203,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36047036001,1771,2899,1265,1634,2688,2654,1262,61.7,50.8,1365,22.1,553,29.6,740,15.8,394,32.9,10.9,56.2,53.9,45.1,0.0,0.0,1622,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36047036002,2147,3975,1582,2393,3433,3368,1322,50.3,40.6,1416,19.6,629,30.4,978,15.3,492,39.4,6.4,54.2,58.8,50.3,0.0,29346.0,2073,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36047036100,1127,2375,1167,1208,1890,1793,385,42.6,19.0,365,22.1,361,5.6,91,2.0,32,29.5,16.6,53.9,86.3,52.7,52.7,0.0,1069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36047036200,1444,3345,1701,1644,2465,2387,269,32.6,52.7,1358,16.6,363,22.3,486,6.7,147,40.9,14.4,44.7,50.4,40.1,0.0,0.0,1193,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
36047036300,1857,4076,1767,2309,2955,2783,446,35.0,34.1,1044,20.8,539,9.7,252,9.2,239,20.9,19.3,59.8,71.1,52.8,0.0,0.0,1572,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36047036400,957,2077,1095,982,1723,1672,346,39.6,44.4,800,24.0,366,25.5,389,12.6,192,22.5,16.4,61.1,54.1,38.7,0.0,26822.0,782,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0
36047036501,1303,2677,1247,1430,1966,1828,345,37.0,25.4,526,23.5,415,15.7,278,1.9,34,19.7,16.7,63.7,67.0,44.9,0.0,0.0,1161,0.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36047036502,532,1164,681,483,897,865,101,38.5,22.7,213,24.9,205,5.0,41,3.2,26,35.1,15.3,49.7,60.4,40.0,0.0,39219.0,409,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
36047036600,1533,4702,2270,2432,3629,3436,770,38.4,56.9,2144,22.0,705,19.8,633,7.4,238,31.3,21.5,47.2,52.5,42.8,42.8,0.0,1389,0.0,2.0,0.0,0.0,0.0,4.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36047036700,542,1426,682,744,1035,989,146,35.2,39.1,450,24.4,210,18.9,163,3.7,32,17.3,9.7,73.1,60.9,45.4,0.0,36840.0,515,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,23.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
36047036900,2145,4839,2299,2540,3339,3226,243,30.2,25.5,904,23.2,674,8.5,247,2.1,60,33.9,10.1,56.0,71.0,46.6,0.0,0.0,1817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
36047037000,1743,4074,1945,2129,3165,3059,641,42.9,59.3,2003,21.5,637,27.5,815,15.3,453,12.6,7.8,79.6,45.8,43.8,43.8,0.0,1529,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36047037100,1781,4705,2262,2443,3399,3118,338,30.1,26.2,957,28.9,777,13.1,352,4.6,123,23.5,11.4,65.1,64.8,41.4,0.0,34867.0,1629,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
36047037300,1691,4110,1746,2364,2996,2851,452,28.9,23.8,733,22.9,579,14.3,362,4.9,123,34.1,12.2,53.7,65.6,43.2,0.0,0.0,1484,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36047037401,1862,4174,1933,2241,3295,3120,915,41.6,47.2,1613,24.7,738,22.5,672,21.2,634,10.2,14.4,75.4,48.9,43.4,0.0,51806.0,1809,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36047037402,2105,4668,1974,2694,3613,3505,1207,42.4,49.9,1926,24.4,781,28.5,911,19.6,627,21.7,23.3,55.0,53.9,47.3,0.0,26898.0,2014,2.0,0.0,3.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
36047037500,1334,3129,1468,1661,2413,2276,241,30.2,24.0,618,23.0,444,9.6,185,6.8,131,25.2,15.2,59.6,65.7,47.9,0.0,34824.0,1137,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
36047037700,1743,4240,1832,2408,3379,3246,387,33.1,26.3,915,34.8,993,17.5,500,9.5,272,25.7,7.9,66.4,66.2,43.3,0.0,32463.0,1528,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
36047037900,1664,3537,1619,1918,2819,2648,348,32.2,19.3,576,25.0,570,10.8,246,8.8,200,30.8,8.4,60.8,74.3,43.5,0.0,0.0,1391,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
36047038100,2195,5550,2313,3237,4143,3869,629,34.1,18.6,814,23.1,800,9.8,340,2.4,82,30.6,12.6,56.8,61.6,39.0,0.0,0.0,1982,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
36047038200,2234,5786,2429,3357,4374,4048,710,33.3,31.1,1462,19.3,715,9.1,339,4.0,149,42.8,16.3,40.9,68.0,52.1,0.0,0.0,2094,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36047038300,1907,4655,2004,2651,3265,3168,614,32.7,30.3,1023,27.0,782,22.9,664,7.4,215,15.4,14.1,70.6,72.9,42.9,0.0,38803.0,1634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36047038500,1676,3364,1599,1765,2645,2456,331,34.5,20.4,580,28.4,646,17.5,397,5.3,121,29.4,9.8,60.8,63.8,41.4,0.0,0.0,1355,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
