,Estimate!!Total housing units,Estimate!!SEX AND AGE!!Total population,Estimate!!SEX AND AGE!!Total population!!Male,Estimate!!SEX AND AGE!!Total population!!Female,Estimate!!SEX AND AGE!!18 years and over,Estimate!!SEX AND AGE!!21 years and over,Estimate!!SEX AND AGE!!65 years and over,Estimate!!SEX AND AGE!!Median age (years),"Total!!Estimate!!MARITAL STATUS!!Population 15 years and over!!Now married, except separated","Total!!Estimate!!MARITAL STATUS!!Population 15 years and over!!Now married, except separated",Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree,Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree,Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree,Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree,Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree,Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree,Total!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!Below 100 percent of the poverty level,Total!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!100 to 149 percent of the poverty level,Total!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!At or above 150 percent of the poverty level,Total!!Estimate!!MEANS OF TRANSPORTATION TO WORK!!Public transportation (excluding taxicab),Total!!Estimate!!TRAVEL TIME TO WORK!!Mean travel time to work (minutes),Total!!Estimate!!TRAVEL TIME TO WORK!!Mean travel time to work (minutes),Total!!Estimate!!Median earnings (dollars),Total!!Estimate!!HOUSEHOLDS!!Households,Join_Count,Join_Count2,Join_Count3,Join_Count4,Join_Count5,Join_Count6,Join_Count7,Join_Count8,Join_Count9,Join_Count10,Join_Count11,Join_Count12,Join_Count13,Join_Count14,Join_Count15,Join_Count16,Join_Count17,Join_Count18,Join_Count19,Join_Count20,Join_Count21,Join_Count22,Join_Count23,Join_Count24,Join_Count25,Join_Count26,Join_Count27,Join_Count28,Join_Count29,Join_Count30,Join_Count31,Join_Count32,Join_Count33,Join_Count34,Join_Count35,Join_Count36
36061021000,3204,7084,3056,4028,4989,4724,885,32.0,17.9,970,27.9,1242,21.4,952,10.9,483,34.5,13.6,52.0,80.5,39.7,0.0,0.0,3067,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
36061021100,4586,10211,5074,5137,8838,8592,1399,31.5,31.5,2835,11.1,778,24.9,1743,36.2,2537,29.5,5.0,65.5,63.7,33.4,0.0,0.0,4112,0.0,2.0,5.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0
36061021200,2773,4412,1945,2467,3737,3718,884,40.7,21.1,792,19.9,715,25.8,929,25.6,920,9.2,12.3,78.5,65.1,31.4,0.0,56809.0,2492,0.0,1.0,3.0,0.0,3.0,8.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36061021303,2443,6087,3233,2854,4837,4659,481,35.9,25.9,1332,17.1,723,20.5,863,10.6,449,34.7,14.8,50.6,71.6,36.9,0.0,27945.0,2188,0.0,0.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
36061021400,2026,3007,1185,1822,2769,2684,590,45.2,12.1,338,28.5,734,25.4,655,15.0,386,25.6,8.9,65.5,77.9,40.3,0.0,0.0,1892,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36061021500,1459,3756,1728,2028,2533,2356,315,29.2,24.4,677,21.3,452,17.3,366,11.1,236,28.3,18.8,52.9,71.9,31.2,31.2,0.0,1329,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
36061021600,3771,8413,3969,4444,6750,6525,803,36.4,21.3,1501,17.4,1038,23.2,1383,20.2,1202,23.6,7.6,68.9,76.7,32.5,32.5,0.0,3343,0.0,0.0,9.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
36061021703,4,8,0,8,8,8,0,0.0,100.0,8,50.0,4,0.0,0,50.0,4,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36061021800,3042,7569,3777,3792,6044,5824,778,31.6,27.7,1721,21.9,1112,24.2,1227,15.8,801,39.0,10.8,50.3,75.6,34.4,0.0,0.0,2782,2.0,0.0,6.0,0.0,2.0,2.0,5.0,2.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0
36061021900,2195,6401,2665,3736,4716,4464,908,31.4,11.7,598,16.9,662,5.4,212,11.1,434,43.0,14.3,42.8,86.0,40.7,0.0,0.0,2019,0.0,2.0,8.0,0.0,0.0,4.0,6.0,2.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
36061022000,2864,5379,2697,2682,4281,4187,486,37.0,29.1,1305,21.5,837,22.4,873,19.0,740,22.5,3.0,74.5,76.5,37.6,0.0,0.0,2484,0.0,0.0,2.0,0.0,0.0,0.0,5.0,2.0,4.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
36061022102,1301,2351,1148,1203,2017,1987,147,38.0,27.9,580,18.2,322,27.9,493,25.9,459,14.5,13.7,71.8,73.8,37.9,0.0,0.0,1162,1.0,0.0,4.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
36061022200,1531,3089,1342,1747,2298,2227,239,35.7,32.3,785,17.3,362,25.3,529,19.9,416,42.8,3.1,54.1,80.3,36.4,0.0,0.0,1277,2.0,0.0,2.0,3.0,1.0,4.0,0.0,1.0,5.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,10.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0
36061022301,2518,7967,3861,4106,6762,6349,789,30.8,22.4,1590,16.6,901,17.7,959,10.4,564,24.6,26.0,49.4,85.0,38.6,0.0,0.0,2380,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36061022302,1562,3432,1325,2107,2907,2764,516,33.7,16.2,486,28.9,692,19.4,465,11.9,285,36.8,18.8,44.4,71.6,41.1,0.0,0.0,1562,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36061022400,2988,7962,3671,4291,5823,5339,520,29.2,19.8,1209,23.8,1092,10.7,492,7.5,344,45.5,11.8,42.7,73.6,37.0,0.0,0.0,2742,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36061022500,3844,10269,4852,5417,8336,8074,1398,34.8,24.9,2202,23.5,1745,14.7,1090,10.5,782,27.2,8.9,64.0,73.9,38.4,0.0,0.0,3467,0.0,0.0,1.0,0.0,0.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,7.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
36061022600,2321,4235,2031,2204,3376,3209,350,35.5,31.6,1117,24.3,713,20.8,612,16.1,474,34.4,5.3,60.2,78.4,36.2,0.0,0.0,1795,0.0,0.0,2.0,2.0,1.0,0.0,2.0,3.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
36061022700,2448,5319,2451,2868,4429,4355,462,32.9,23.0,1049,20.2,776,34.0,1305,14.9,573,26.8,6.4,66.8,77.8,35.6,35.6,0.0,2187,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
36061022800,2747,5814,2650,3164,4866,4615,617,37.5,20.4,1007,32.7,1371,16.9,710,16.6,697,30.5,12.2,57.4,66.0,39.9,0.0,0.0,2459,0.0,0.0,2.0,1.0,0.0,4.0,5.0,2.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
36061022900,3222,8598,3775,4823,7259,6855,981,36.5,25.0,1884,19.4,1209,14.9,929,11.7,730,28.8,15.6,55.6,70.7,41.5,0.0,0.0,2894,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
36061023000,3903,9259,4572,4687,7924,7566,1060,36.2,20.2,1630,21.8,1484,13.1,891,7.9,535,27.7,12.7,59.6,70.6,38.5,0.0,0.0,3553,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0
36061023100,2942,6890,2964,3926,5590,5345,552,32.9,21.4,1230,14.9,725,24.6,1200,18.5,904,22.1,22.6,55.3,81.7,39.0,0.0,0.0,2649,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36061023200,3331,8370,3876,4494,6176,5709,492,29.1,19.0,1241,20.9,1057,13.3,673,6.7,337,30.2,19.6,50.2,71.7,37.7,37.7,0.0,3190,1.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36061023300,2699,6808,3763,3045,5535,5229,661,34.3,28.7,1631,26.4,1317,17.3,860,14.1,701,26.0,14.1,59.9,73.0,36.0,0.0,0.0,2556,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36061023400,2390,5225,2654,2571,4146,3966,154,31.5,16.0,693,22.5,777,25.2,873,14.6,504,31.7,7.7,60.6,73.6,34.9,0.0,31657.0,2218,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36061023501,2622,6647,3695,2952,4812,4602,725,31.7,26.5,1329,26.1,1074,14.3,590,13.2,543,41.3,11.4,47.3,72.9,39.3,0.0,0.0,2505,0.0,1.0,20.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
36061023502,904,1840,895,945,1429,1358,161,30.8,11.8,177,25.4,296,23.1,269,10.5,123,22.2,14.6,63.3,76.9,43.8,0.0,0.0,781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36061023600,3159,7004,2991,4013,5332,5112,1125,34.6,19.6,1066,40.8,1828,10.2,457,5.3,237,18.5,10.2,71.3,77.5,35.9,0.0,35010.0,2968,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36061023700,2795,7450,4223,3227,6234,5871,670,32.7,21.3,1405,19.5,980,16.0,805,10.6,532,17.2,23.7,59.1,78.3,41.1,0.0,0.0,2615,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
36061023801,4436,9403,4417,4986,8283,8095,1667,37.3,39.2,3353,14.6,1056,21.1,1528,45.1,3269,10.2,3.5,86.3,79.6,37.0,0.0,0.0,3948,0.0,73.0,13.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,25.0,0.0,0.0,1.0,0.0,18.0,0.0,2.0,0.0
36061023802,827,2380,1189,1191,2126,2119,531,46.9,27.5,589,10.8,223,19.3,399,25.1,519,18.2,2.9,79.0,70.9,39.9,0.0,0.0,674,0.0,11.0,4.0,0.0,1.0,14.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
36061023900,1085,2810,1253,1557,2414,2308,350,36.4,25.0,629,19.8,403,24.1,491,11.6,237,22.6,12.6,64.8,64.1,42.8,0.0,0.0,1049,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36061024000,0,1688,1444,244,1676,1670,131,47.2,6.6,111,12.4,199,3.6,58,1.3,21,88.4,8.5,3.0,80.6,45.2,0.0,0.0,0,0.0,13.0,10.0,0.0,4.0,174.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,15.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
36061024100,3496,7911,3891,4020,6905,6821,1154,38.5,21.5,1531,20.1,1205,21.0,1260,12.5,749,25.7,10.2,64.1,56.7,35.0,0.0,0.0,3147,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0
36061024200,1537,3972,1875,2097,2822,2671,346,29.7,20.3,601,24.7,589,9.6,228,11.4,271,48.2,9.4,42.5,78.4,37.1,0.0,0.0,1471,0.0,1.0,2.0,0.0,2.0,15.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,15.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0
36061024301,1525,3926,2021,1905,3300,3200,328,34.2,18.1,622,24.7,704,18.0,513,12.3,350,32.5,14.7,52.8,69.5,41.3,0.0,0.0,1374,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
36061024302,2566,7239,2779,4460,5138,4897,851,32.6,24.2,1353,23.4,1019,10.3,448,1.6,70,42.6,17.0,40.4,68.6,44.9,0.0,0.0,2486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36061024500,5064,16231,8315,7916,13150,12620,1915,34.5,25.4,3448,21.5,2396,15.3,1707,3.4,379,30.8,14.6,54.7,64.3,37.0,37.0,0.0,4825,1.0,0.0,2.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
36061024700,2683,7960,3743,4217,6455,6249,1158,35.1,25.3,1673,21.5,1189,17.7,976,10.8,598,22.9,24.3,52.8,68.9,35.8,0.0,0.0,2444,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36061024900,387,1324,566,758,1099,1016,83,34.2,20.3,228,28.3,262,7.2,67,5.6,52,29.6,14.0,56.4,64.0,42.2,0.0,26442.0,381,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36061025100,853,2629,1367,1262,2113,1994,304,32.7,29.3,656,12.9,227,18.5,325,5.5,97,32.7,25.4,42.0,68.6,39.4,0.0,0.0,724,4.0,6.0,15.0,1.0,4.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36061025300,3938,12189,6110,6079,10369,9833,1440,33.3,30.0,3218,15.3,1365,17.7,1583,9.2,824,27.9,26.6,45.5,66.8,32.6,0.0,23815.0,3840,4.0,1.0,11.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36061025500,2189,5420,2606,2814,4872,4669,563,32.0,29.4,1448,14.2,592,29.5,1230,27.0,1124,28.8,6.9,64.3,49.4,29.7,0.0,32263.0,2051,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
36061025700,1964,4446,2023,2423,3398,3313,362,35.8,38.6,1372,14.5,441,26.3,800,33.5,1019,10.9,7.4,81.6,75.3,36.2,0.0,0.0,1720,3.0,0.0,4.0,2.0,0.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,6.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
36061025900,1761,4155,2257,1898,3135,3007,273,34.1,29.0,952,17.0,466,28.6,781,21.5,587,25.0,14.6,60.5,68.0,33.3,0.0,45905.0,1665,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36061026100,3833,13496,6519,6977,10475,9942,1378,33.7,28.1,3098,20.3,1855,9.9,901,3.5,317,34.2,17.9,47.9,68.0,40.1,40.1,21218.0,3686,0.0,0.0,4.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
36061026300,2966,9715,4830,4885,8087,7562,1240,38.3,35.4,2961,22.6,1561,11.7,807,7.3,508,29.1,10.9,60.0,61.7,38.4,0.0,22297.0,2881,0.0,0.0,13.0,1.0,3.0,2.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36061026500,2997,8056,4159,3897,7138,6879,1020,35.0,32.1,2340,22.1,1404,23.9,1518,18.9,1197,16.5,9.3,74.2,77.5,41.5,0.0,0.0,2775,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
36061026700,639,2342,1555,787,1976,1506,130,24.1,32.9,673,26.1,299,18.2,208,17.3,198,18.5,14.2,67.3,50.4,36.1,0.0,0.0,571,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36061026900,2807,8651,4856,3795,7381,7183,1070,39.2,25.4,1935,20.5,1262,12.2,751,2.9,177,22.3,20.1,57.5,67.2,42.1,0.0,21941.0,2568,0.0,0.0,1.0,0.0,1.0,0.0,3.0,5.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
36061027100,3074,9704,4949,4755,7839,7431,1033,34.2,36.8,3011,21.4,1364,23.0,1472,14.1,902,27.6,12.5,59.9,60.5,40.1,40.1,0.0,3040,0.0,0.0,4.0,1.0,1.0,0.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36061027300,3356,6935,3131,3804,5900,5775,829,38.1,42.3,2547,12.6,682,37.6,2030,38.1,2054,17.0,6.1,76.9,68.0,40.3,0.0,0.0,3219,3.0,3.0,0.0,0.0,0.0,0.0,4.0,2.0,8.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
36061027500,1680,3712,1841,1871,3183,3107,633,46.8,48.9,1601,10.7,315,34.6,1018,32.9,968,7.7,4.5,87.8,56.8,40.8,0.0,0.0,1602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
36061027700,2203,7558,3148,4410,6165,5933,1962,43.6,24.9,1586,18.3,1029,10.9,612,5.3,299,38.6,10.1,51.3,73.0,44.2,0.0,24799.0,2168,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
